Episode,market_share_predict
Robot Chicken,4.5
Robot Chicken,4.5
Robot Chicken,4.5
Docu-D,12.7
Remorqueurs du Saint-Laurent,9.2
La guerre des transports,9.2
Projet impossible,7
Exploration science,7
Structures abandonnées,4.5
Douanes sous haute surveillance (M),1.9
Douanes sous haute surveillance (M),1.9
Douanes sous haute surveillance (M),1.9
Douanes sous haute surveillance (M),1.9
Douanes sous haute surveillance,5.8
Douanes sous haute surveillance,3.7
Le convoi de l'extrême,4.2
Humour en spectacle,1.2
Amour fatal,3.5
En prison,3.5
Patrouille en direct : policières,2.8
La guerre des enchères (M),2.8
La guerre des enchères (M),2.8
La guerre des enchères (M),3.7
La guerre des enchères (M),3.7
La guerre des enchères (M),3.7
La guerre des enchères (M),1.6
La guerre des enchères,1.8
La guerre des enchères,2.5
Douanes sous haute surveillance,5.7
Douanes sous haute surveillance,5.6
Riches et coupables,5.6
Madame Lebrun,1.3
Humour en spectacle,4.8
Les recrues d'infanterie,1.8
Les recrues d'infanterie,4.2
Les héros du feu,2.8
La guerre des enchères (M),9.2
La guerre des enchères (M),9.2
Cinéma,0
Med,0
The Big Bang Theory (M),5.5
The Big Bang Theory (M),5.5
The Big Bang Theory (M),0
The Big Bang Theory (M),0
Med (M),0
Med (M),0
Med (M),0
Med (M),0
Les Foster,0
Marvel's Runaways V.F.,0
Les Frères Scott,0.5
Comment je l'ai rencontrée,0
Le studio,0
Cinéma,0.1
Mom V.F. (M),0
Mom V.F. (M),0.2
Awkward. (M),0.1
Awkward. (M),0.1
Les Foster,0.2
Les 100,0.2
Riverdale,0
Van Helsing,0.3
Peaky Blinders,2.7
L'espionne de Tanger,5.7
Complément de programme canadien,5.7
À fond de train,2.7
Complément de programme,5.7
Cochon dingue,5.7
Cochon dingue,5.7
Canot cocasse,3.2
Complément de programme canadien,0
Le 5e élément,0
Bizarroscope,0
Top science !,0
Chair de poule,0
Complément de programme canadien,0
Chair de poule,0
Complément de programme canadien,1.3
Cochon dingue,1.3
Cochon dingue,1.3
À fond de train,1.1
Complément de programme,2.1
Degrassi : nouvelle génération,0.8
Degrassi : nouvelle génération,0.8
Le loup-garou du campus,0.8
Complément de programme canadien,2.1
Le loup-garou du campus,0.8
Complément de programme canadien,2.1
Radio Enfer,0.8
Complément de programme canadien,2.1
Radio Enfer,0.8
Complément de programme canadien,2.1
Bouffe en cavale,3
Complément de programme canadien,3
Canada plus grand que nature,2
Vu de l'intérieur,0.6
Web thérapie,0.8
Complément de programme canadien,0
Le p'tit cabaret,2.3
Hôpital vétérinaire,0.4
Complément de programme canadien,2.5
À deux pas de la liberté,0.7
Écrivain public,3.7
Mauvais karma,1.4
Complément de programme canadien,2.5
Mauvais karma,1.4
Complément de programme canadien,2.5
Cinéma,2.7
Court métrage,2.7
L'espionne de Tanger,0.5
Degrassi : nouvelle génération,6.5
Complément de programme canadien,6.5
Degrassi : nouvelle génération,6.5
Complément de programme canadien,6.5
Radio Enfer,2.7
Complément de programme canadien,6.5
Radio Enfer,2.7
Complément de programme canadien,6.5
Lundi culture,1.1
Lundi culture,0.8
Amour du country,0.2
Esprit critique,1.8
3 fois par jour,1.6
Sois,1.6
Amour du country,0.8
Défier la magie,1.2
Virtuose,0.6
Rétroviseur,0.6
"Effet Wow, L'",1.2
C'est juste de la tv,0.5
Cinéma #1,0.6
Cinéma #2,0.2
Intermède,0.6
Quelle famille,0.1
Moi et l'autre,0.1
Mr. Bean,0.1
Pour emporter,0.4
Amour du country,1.7
Cinéma,1.1
Outlander : le chardon et le tartan,0.8
Cinéma #1,0.4
"Petite Dorrit, La",2.5
V - Bonne nuit,9.1
Infopublicité,2.5
Infopublicité,2.5
Moment V,2.5
NVL en bref,16
Infopublicité,2.5
NVL week-end,14.7
Mémoire sous enquête,14.7
NVL en bref,16
RPM,14.7
RPM+,12.3
Infopublicité,18
Infopublicité,16.1
Rire et délire,16.1
NVL en bref,15.7
Ciné V,13.3
Ciné V,8.5
Ciné V,13.8
Ciné V,12.8
NVL week-end,16.7
Moment V,10.1
Moment V,10.1
Unité 9,17.6
Prog RDI w-e,14.1
Talia et le royaume arc-en-ciel,4.5
Lilou Bambou,1.4
Zoobabu,4.5
Toc toc toc,1.6
Boule et Bill,17.6
Ari cui cui,17.6
Ari cui cui,17.6
Boule et Bill 3D,17.6
Peanuts,1.6
Arthur et les enfants de la table ronde,17.6
Bernard,17.6
Sonic boom,5.9
Dessinatruc!,17.6
Organisation...insolite,1.6
Danser sa vie,5.4
Bernard,5.4
Massi en mission,3.1
Géronimo Stilton,5.4
Angry birds blues,3.4
Mysticons,4.1
Danser sa vie,2.1
Par ici la magie,2.1
Oniva,6.8
Jour du seigneur,4.5
Les coulisses du pouvoir,7.7
Téléjournal midi w-e,7.7
La semaine verte,8.2
Second Regard,9.5
100% local,15.5
"Monde merveilleux de Disney, Le",9.9
Esprit critique,6.2
Téléjournal 18h,7.6
Découverte,6.2
Ici Laflaque,6.2
Tout le monde en parle,14.8
"Téléjournal, Le",15.4
Sports express,17.9
Infoman,17.4
Pour l'amour du country,9.5
Ciné-Club,6.2
DOUBLE CINÉ-LUNE,11.5
TVA NOUVELLES (NUIT - SD),7.5
INFOPUBLICITÉ,8
LA VICTOIRE DE L'AMOUR,1.4
SALUT BONJOUR WEEK-END,4.7
CINÉMA AU LIT,6.7
LA VICTOIRE DE L'AMOUR,7.8
INFOPUBLICITÉ,15.5
LES LOONEY TUNES,9
CINÉ WEEK-END,7.2
CINÉMA EN FAMILLE,7.2
TVA NOUVELLES (18H - SD),7.6
VLOG,7.6
LA VOIX,11.9
LA VRAIE NATURE,15.4
TVA NOUVELLES (RES - D),15.4
PLEINS FEUX SUR LE CARNAVAL DE QUÉBEC,14
CASTLE ROCK,8.1
CINÉMA-MAISON,9.5
Format familial,2.5
Un chef à la cabane,0
Franco-film,1.5
"Légendes de Tatonka, Les",0
"Légendes de Tatonka, Les",0
Digby le dragon,3.9
Digby le dragon,0
"Livre de la jungle, Le",0
"Livre de la jungle, Le",0
Le livre de la jungle    Mission safari,0
Simon,3.9
"Argonautes, Les",4
"Argonautes, Les",0.4
"Pat'Patrouille, La",0.3
Robocar Poli,0
Robocar Poli,0
Chuggington,3.9
Chuggington,0.2
"Tribu Monchhichi, La",0
"Pat'Patrouille, La",0.1
Grizzy et les lemmings,3.9
Grizzy et les lemmings,0.2
"As de la Jungle, Les",0.2
"Chouette & Cie, La",0.2
ALVINNN!!! et Les Chipmunks,1.3
Mini-Ninjas,0.1
Dragons : Par-delà les rives,0.1
"Aventures de Ladybug et Chat Noir, Les",1.3
Grizzy et les Lemmings,3.7
Roi Julian! L'élu des lémurs,2.2
Ciné-mollo,0.2
De garde 24/7,1.5
Ça vaut le coût,0.8
"Indice Mc$ween, L'",0.8
Dans les médias,0.1
Un chef à la cabane,1.1
"Francs-tireurs, Les",1.8
Deux hommes en or,0.4
Point doc,0.4
M'entends-tu,1.1
"Heure est grave, mais la demi-heure est drôle, L'",0
Franco-film,7.6
"Francs-tireurs, Les",0.1
"Heure est grave, mais la demi-heure est drôle, L'",0.2
Kebec,2.5
Sports 30 24h-6h,1
Sports 30 6h-13h30,1
Hockey Canadiens Express Hebdo Daytime,0.3
Hockey Le Magazine,0.3
Passion Plein Air P,1
Martin Horik Octane,2.2
Vacances Nature P,2.2
Histoires de Sentiers,0.8
Bonne Pêche,0.4
Shore Lunch P,0.8
Hockey Féminin,1.6
Hockey Canadiens Express Hebdo Prime,1.1
Golf PGA,1.6
Hockey LNH Canadiens,1.8
L'Antichambre après-match,0.7
Sports 30 18h-24h,0.3
Hockey Canadiens Express,3.3
L'Antichambre - R,3.3
Hockey Le Magazine - R,3.3
Buzz,3.4
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,0.3
Coup de foudre,1.3
Coup de foudre,1.3
Buzz,0.4
Buzz,0.4
Buzz,0.4
X Factor,1
X Factor,0.8
Buzz,0.4
Buzz,0.2
Buzz,0.2
CinéPlus,1.6
CinéPlus,1.6
X Factor,2.9
X Factor,1.1
Buzz,1.7
Buzz,1.7
Buzz,1.7
CinéPlus,0.8
Buzz,0.6
Buzz,2.7
Buzz,2.7
Buzz,2.7
Buzz,5
ROTATION COMP2 5A-5A,1
ROTATION COMP3 2A-2A,1.1
SOIREE2 7P-3A,1.1
SOIREE3 7P-5A,1
ROTATION COMP1 5A-3A,1.1
MATIN 5AM-12P,0.5
ROTATION COMP1 5A-3A,0.7
ROTATION COMP2 5A-5A,0.7
APRES-MIDI 12P-7P,0.7
SOIREE2 7P-3A,1.1
SOIREE3 7P-5A,1.1
SOIREE1 7P-1A,1.1
L'Antichambre,0.6
Le 5 à 7,0.6
Le 5 à 7,1.3
L'Antichambre,0.4
Jeux du Canada,1.3
Curling,7.2
Destination Ski,2.2
Sports 30 6h-18h,2.3
Auto Formule électrique,9.6
Auto Nascar,13.9
Golf PGA,7.8
Curling,1.7
Sports 30 18h-24h,0.4
Jeux du Canada,0.7
Sports 30 24h-6h,15.4
TVA NOUVELLES (22h),6.1
LE QUÉBEC MATIN WEEK-END,6.1
LA JOUTE - DIMANCHE,11.1
LCN/MAINTENANT,5.6
LCN/MAINTENANT,5.6
TVA NOUVELLES (12h - SD),6.6
J.E.,5.2
DENIS LÉVESQUE,11.1
LCN/MAINTENANT,3.6
LCN/MAINTENANT,3.6
LCN/MAINTENANT,3.6
LCN/MAINTENANT,1.9
LCN/MAINTENANT,2
J.E.,2
LA JOUTE - DIMANCHE,4
TVA NOUVELLES (18h - SD),3.6
TVA NOUVELLES (18h - SD),1.3
DENIS LÉVESQUE,1.3
LCN/MAINTENANT,4.1
LCN/MAINTENANT,4.5
DENIS LÉVESQUE,2.4
LCN/MAINTENANT,1.9
TVA NOUVELLES (22h),2.6
LCN/MAINTENANT,1.9
TVA NOUVELLES (22h),2.6
Section de recherches,16.2
Complément de programme,4.5
Champions du monde,4.9
Tout le monde veut prendre sa place,13.3
Nus et culottés,17.6
TV5 le journal,9.7
Le dessous des cartes,9.7
7 jours sur la planète,9.7
Enfants prodiges,6.8
Les flots,1.9
Journal Belge,1.1
Une brique dans le ventre,1.3
Temps présent,4.5
La grande librairie,2.1
Complément de programme,1
Kiosque,1.1
Cinéma,6.7
Court métrage,0.1
Complément de programme,1
Journal Suisse,1
Champions du monde,1
Questions pour un super champion,0.8
Tout le monde veut prendre sa place,5
Complément de programme,1
Une saison au zoo,0.9
Journal de France 2,4.8
On n'est pas couché,6.4
Mixeur,1.7
Aujourd'hui,1.9
TV5 le journal,0.3
L'invité TV5 Monde,1.4
Journal Afrique,7.5
Maghreb - Orient Express,7.5
300 millions de critiques,7.5
Complément de programme,7.5
Tendance XXI,7.5
Bye-Bye Maison!,15.9
C'est quoi ton plan?,15.9
Dre Boutons,12.7
César à la rescousse,12.7
Le Club Mel,7
On efface et on recommence,7
On efface et on recommence,1.2
Que sont-ils devenus?,1.2
"À vos marques, prêts, rénovez!",4.5
Les naufragés de l'amour,0.9
"Ma maison, mon cauchemar",0.9
C'est quoi ton plan?,3.7
Mini-maisons sur mesure,2.4
Bienvenue dans notre zoo,2.9
Dre Boutons,1.4
C'est quoi ton plan? (M),3.5
C'est quoi ton plan? (M),3.5
C'est quoi ton plan? (M),3.5
C'est quoi ton plan? (M),3.5
Bye-Bye Maison! (M),3.5
Bye-Bye Maison! (M),3.5
Bye-Bye Maison! (M),3.5
Bye-Bye Maison! (M),5.7
Vendre ou rénover au Québec,5.7
Les naufragés de l'amour,4.5
La vie avec des quintuplées,4.5
On joue au docteur,4.5
Dévisagés,1.2
Dre Boutons,1
Le Club Mel,5.1
César à la rescousse,7.1
À la conquête d'une maison,6.5
Spots de baignade secrets,0
Les routes mythiques (2),0
Les aventures de Monsieur Gluzicki,0.9
Le wine show,0.9
Le marcheur de l'Himalaya,0
Toujours plus loin avec Anthony Bourdain (2),1.1
Regarde le monde,0.2
Bikinis et bords de mer (2),1.4
"99 envies d'Évasion - Vancouver, Las Vegas",0.1
Vivre sous zéro (3),1.1
Vivre sous zéro (3),0.6
Avec ou sans cash,0.4
Hotel Impossible Top 10,0.2
Stéréotypes,0.2
Touristes en péril,0.2
CROISIÈRES DE RÊVE,0.6
Hôtels eXtrêmes,0.6
Soleil tout inclus (10),1.7
Spots de baignade secrets,1.7
Le Voyageur assoiffé,0.8
Hell's Kitchen (18),0.2
Chiller au Québec avec Félipé,0.9
Mordu de la pêche (6),0.2
Décollage pour l'Asie,1
Direction la mer: de Old Orchard à Cape Cod,2.7
Direction la mer: de Old Orchard à Cape Cod,3
Les a$ de la brocante,4.5
La course aux trésors d'Historia,4.5
La course aux trésors d'Historia,9.3
Pawn Stars: prêteurs sur gages,10.3
Pawn Stars: prêteurs sur gages,10.3
Pawn Stars: prêteurs sur gages,10.3
Pawn Stars: prêteurs sur gages,10.3
Pawn Stars: prêteurs sur gages,10.3
Pawn Stars: prêteurs sur gages,3.9
Pawn Stars: prêteurs sur gages,3.9
Pawn Stars: prêteurs sur gages,3.9
Pawn Stars: prêteurs sur gages,3.9
Pawn Stars: prêteurs sur gages,3.9
Pawn Stars: prêteurs sur gages,3.9
Pawn Stars: prêteurs sur gages,3.9
Les a$ de la brocante,0.9
Les a$ de la brocante,1.8
Les a$ de la brocante,1.8
Les a$ de la brocante,1.8
Poirier enquête,2.2
Poirier enquête,2.2
Alex Caine: infiltrateur,2.2
Alex Caine: infiltrateur,2.2
Hitler déclassifié,1.8
Hitler déclassifié,1.8
Artéfacts sous la loupe,2.4
Miracles décodés,1.7
Nos ancêtres les extraterrestres,1.7
La malédiction d'Oak Island,0.7
La malédiction d'Oak Island,0.3
Chasseurs d'épaves,0.5
Chasseurs d'épaves,0.7
Pawn Stars: prêteurs sur gages,0.7
Pawn Stars: prêteurs sur gages,2.2
Pawn Stars: prêteurs sur gages,2.2
Pawn Stars: prêteurs sur gages,2.2
CinéMAX,0.7
CinéMAX,3.7
CinéMAX,0.1
Mémoire sous enquête,0
Mémoire sous enquête,0
Mémoire sous enquête,0
Mémoire sous enquête,0.6
Mémoire sous enquête,0.6
Un souper presque parfait,1.2
Un souper presque parfait,1.2
Un souper presque parfait,1.2
Un souper presque parfait,1.2
Un souper presque parfait,1.2
CinéMAX,0.8
CinéMAX,0.5
CinéMAX,0.4
Trust: le prix de la cupidité,1.2
Les meilleures choses,0.5
Les meilleures choses,4.7
Légion,1
Le guide de la parfaite divorcée,1
Téléjournal 02h w-e,1.1
Téléjournal nuit w-e,1.1
Téléjournal 03h w-e,1.1
Téléjournal 03h30 w-e,1.1
Téléjournal 04h w-e,1.1
Téléjournal 04h30 w-e,0.1
Téléjournal 05h00 w-e,0.1
RDI matin 05h30 w-e,0.1
RDI matin 06h00 w-e,0.1
RDI matin 06h30 w-e,0.1
RDI matin 07h00 w-e,0.1
RDI matin 07h30 w-e,1
RDI matin 08h00 w-e,1
RDI matin 08h30 w-e,1
RDI matin 09h00 w-e,1
RDI matin 09h30 w-e,2.2
L'info 10h00 w-e,0.4
L'info 10h30 w-e,0.4
Coulisses du pouvoir,0.7
Téléjournal midi w-e,0.8
Téléjournal 12h30 we,0.8
Podium,0.4
L'info 13h30 w-e,0.4
L'info 14h00 w-e,0.4
L'info 14h30 w-e,0
L'info 15h00 w-e,0
L'info 15h30 w-e,0.5
L'info 16h00 w-e,0.5
Journal France 2,0.5
Téléjournal 17h w-e,2.9
Facture,1.2
Téléjournal 18h w-e,1.1
L'Erreur boréale : 20 ans plus tard,1.7
"National, Le w-e",1.1
"National, Le w-e",1.2
Découverte,0.4
Téléjournal 21h w-e,1.9
Coulisses du pouvoir,1.1
National 22h30 w-e,0.2
Semaine verte,0.4
Téléjournal 00h w-e,0.7
Téléjournal 00h30 w-e,0.7
Téléjournal 01h w-e,0.7
Téléjournal 01h30 w-e,0.7
Longmire,13.8
Une lutte exemplaire,0
Dre Mary: mort sur ordonnance,1
Élémentaire,0.6
Longmire,4
Heartland,0.4
Heartland,0.4
Heartland,0.1
NCIS,0.6
NCIS: Los Angeles,0.4
NCIS: Nouvelle-Orléans,0.4
Nouveau départ,1
Heartland,1
Les lettres orphelines,1
Solitaire,0
Castle,1.1
"Mélinda, entre deux mondes",1.8
Soupçon de magie,0.4
Madame la Secrétaire d'État,0.4
Quantico,1.1
Code Black,0.6
Crimes majeurs,4.2
La loi & l'ordre : crimes sexuels,4.2
NCIS: Nouvelle-Orléans,13.8
Seuls et tout nus XL,4.2
BattleBots : Combats de robots,0
Star Trek : Discovery,5.5
Infiltration,0
Comment c'est fait,0
Couples à l'état sauvage,0
Rat rods de Vegas,5.5
Américars : rapides et musclés,0
Les hors-la-loi du volant,0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Face Off,0
Ceci n'est pas un talk show,0
Roast Battle: le grand duel,0
Cinéma,0.5
Direct dans l'net,0
Week-end de bois,0
Fous de motoneige,0.5
Route en déroute,0
Ultime défi ninja,0
BattleBots : Combats de robots,0.4
Ceci n'est pas un talk show,0.1
Roast Battle: le grand duel,0.2
Seuls et tout nus XL,0
Pinel: au coeur de la maladie mentale,0.1
Maripier!,0.2
Expédition extrême,0.5
South Park (M),0
South Park (M),0
South Park (M),0
South Park (M),0
Les Grandes Gueules s’animent!,5.9
Les Grandes Gueules s’animent!,5.9
Bravest Warriors,2
Cupcake et Dino: Services en tout genre,5.9
Le magicien d'Oz : Dorothy et ses amis,5.9
Le magicien d'Oz : Dorothy et ses amis,5.9
Le Tom Et Jerry Show,5.9
Unikitty,5.9
Unikitty,0
Teen Titans GO!,0
Teen Titans Go!,0
Les 3 Amigonautes,0
Winston et Dudley Ding Dong,0.8
Mini-tuques,0
Mini-tuques,0
Le Tom Et Jerry Show,0
Le magicien d'Oz : Dorothy et ses amis,0
Le magicien d'Oz : Dorothy et ses amis,0
"Va-t'en, Licorne!",0
Cupcake et Dino: Services en tout genre,0
Chop Chop Ninja,0.4
LEGO Ninjago,0
Garderie extrême,0
Unikitty,2.8
Unikitty,1.6
Teen Titans GO!,1.6
Teen Titans GO!,2.8
Ben 10,0
Ben 10,0
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",0
LEGO Ninjago,0
Yu-Gi-Oh! ARC-V,1.3
Marvel's Avengers: Ultron Revolution,0
Marvel's Avengers: Ultron Revolution,0
Beyblade Burst,0
Les Tortues Ninja,2.3
Garderie extrême,1.2
"Va-t'en, Licorne!",1.5
Cupcake et Dino: Services en tout genre,1.2
Unikitty,1.5
Unikitty,1.5
Teen Titans Go!,1.5
Teen Titans Go!,1.5
Les Simpson,1.2
LEGO Ninjago,1.2
Chop Chop Ninja,1.2
Bravest Warriors,0.2
Au pays des Têtes à claques,1.2
Faut pas rêver!,1.2
Les Simpson,1.2
Archer,2.7
Robot Chicken,0.6
Robot Chicken,1.1
Robot Chicken,1.1
Robot Chicken,1.2
Les Simpson,1.4
Les Grandes Gueules s’animent!,0.8
Archer,5.9
Robot Chicken,5.9
Robot Chicken,5.9
Robot Chicken,5.9
Robot Chicken,5.9
Robot Chicken,5.9
Robot Chicken,5.9
La guerre des enchères (M),9.2
La guerre des enchères (M),9.2
La guerre des enchères (M),9.2
La guerre des enchères (M),9.2
Les pires prisons du monde,12.7
Craindre son voisin,7
MAYDAY,7
Exploration Science,0.8
La guerre des enchères (M),1.9
La guerre des enchères (M),3.7
La guerre des enchères (M),3.7
La guerre des enchères (M),3.7
La guerre des enchères (M),0.8
La guerre des enchères (M),4.1
La guerre des enchères,4.1
La guerre des enchères,2.4
Madame Lebrun,3.8
Alaska : La ruée vers l'or,1.9
À la poursuite du trésor inca,2.2
Secrets des douanes,4.2
Train d'enfer,7.5
Contact animal,5.7
Les héros du feu,1.8
MAYDAY,5.6
Le convoi de l'extrême,5.6
Docu-D,4.3
Exploration science,4
Structures abandonnées,5.3
Exploration science,2.8
Bob l'éponge (M),0
Bob l'éponge (M),0
Bob l'éponge (M),0
Le Studio (M),0
Le Studio (M),0
Le Studio (M),0
Le Studio (M),0
Le Studio (M),0
Cinéma,0
The Launch V.F.,0
Le studio,0
ALT (Actualité Légèrement Tordue),1.1
Les Frères Scott,0.5
Le chalet,0
#5règles,0
2 filles fauchées (M),0
2 filles fauchées (M),0.6
2 filles fauchées (M),0
2 filles fauchées (M),0
Marvel's Runaways V.F.,0.1
Marvel's Cloak and Dagger V.F.,0.1
Sirène,0.2
iZombie,0.2
"Big Little Lies : petits secrets, grands mensonges",0.2
Code F. rencontre Code G.,0.1
Code F.,0
Le loup-garou du campus,0
Complément de programme canadien,1.2
Le loup-garou du campus,0
Complément de programme canadien,1.2
Au coeur du Yukon,1.2
Jenny,4.5
Complément de programme canadien,1.2
Jenny,4.5
Pas plus bêtes que nous,0
Cochon dingue,2
Complément de programme canadien,1.2
Cochon dingue,2
Complément de programme canadien,3.2
Canot cocasse,3.2
Complément de programme canadien,0
Le 5e élément,0
Bizarroscope,0
Top science !,0
Chair de poule,0
Complément de programme canadien,0
Chair de poule,0
Complément de programme canadien,1.3
Cochon dingue,1.3
Cochon dingue,1.3
Ouache!,0.8
Complément de programme canadien,1.3
Ouache!,0.8
Complément de programme canadien,1.3
Échappe-toi si tu peux,2.7
Jenny,0.8
Jenny,0.8
Pas plus bêtes que nous,2.8
Tournée générale,0.3
Complément de programme canadien,2.1
Hôpital vétérinaire,2.8
À deux pas de la liberté,0.3
Documentaire,3
Hors série,0.6
Complément de programme canadien,0
Bouffe en cavale,0.2
Complément de programme canadien,0
De par chez nous,0.4
Complément de programme canadien,2.5
Jenny,0.8
Jenny,0.8
Les encanteurs,0.4
Complément de programme canadien,2.5
Les Newbies,0.8
Le p'tit cabaret,1.4
Complément de programme canadien,2.5
Degrassi : nouvelle génération,1.4
Degrassi : nouvelle génération,1.4
Radio Enfer,1.4
Complément de programme canadien,1.4
Radio Enfer,0.6
Complément de programme canadien,2.7
Le loup-garou du campus,1.4
Complément de programme canadien,2.7
Le loup-garou du campus,1.4
Complément de programme canadien,2.7
Le sens du punch,1.4
Écrivain public,3.7
Peaky Blinders,0.7
Cinéma,2
"Petite Dorrit, La",2.5
Virtuose,0.3
Documentaire,0.1
Bougaricci,0
100% local,1.8
Défier la magie,0.9
Rétroviseur,0.9
Virtuose,1.1
3 fois par jour,0.4
Sois,0.2
Amour du country,1.1
Mission X,0.9
Esprit critique,1.1
"Filles de Caleb, Les",1.6
"Filles de Caleb, Les",1.6
"Filles de Caleb, Les",0.9
"Filles de Caleb, Les",0.9
Dre Grey,1
"Effet Wow, L'",1.2
C'est juste de la tv,1.2
"Dieux de la danse, Les",0.1
Notre cinéma,0.8
Défier la magie,0.4
"Borgia, Les",1.1
Cinéma #2,2.1
"Directeur de nuit, Le",1.5
V - Bonne nuit,2.5
NVL,2.5
Moment V,2.5
Moment V,2.5
NVL en bref,11.9
Moment V,14.7
NVL en bref,11.9
Moment V,14.7
NVL en bref,11.9
Infopublicité,14.7
Infopublicité,14.7
Supergirl,12.3
La guerre des clans,18
Ciné V,16.1
Ciné V,16.4
Les Simpson,4.4
Les Simpson,5.6
La guerre des clans,5.6
Un souper presque parfait,14
Un souper presque parfait,14
Rire et délire,5.6
Mets-y le Paquet,5.6
Maître du chantier,17.7
L'Open Mic de...,16.9
Scorpion,17.5
Rire et délire,17.2
Un souper presque parfait,17.4
NVL,16.7
Moment V,10.1
Moment V,10.1
Ciné-Club,10.9
Prog RDI w-e,8
Nils Holgersson,15.9
Nils Holgersson,15.9
Bernard,8
Peanuts,11.9
Toc toc toc,15.6
Monsieur Bonhomme,1.4
Trullalleri,10.4
